# true_x, true_y, rssi_x, rssi_y, toa_x, toa_y, aoa_x, aoa_y, avg_x, avg_y
8.399999999999998579e+01,7.200000000000000000e+01,1.249674072552904249e+02,1.873924654687901352e+02
8.999999999999998224e+00,6.000000000000000000e+00,3.172008493739989490e+02,9.529142443487183982e+02
5.400000000000000000e+01,9.000000000000000000e+01,7.639716863459945273e+01,1.624938415599996233e+02
2.300000000000000000e+01,2.400000000000000000e+01,8.311438666935707431e+01,2.253950085583118721e+02
1.000000000000000000e+00,2.700000000000000000e+01,-2.682035258207477124e+00,4.520782218278093012e+01
9.300000000000000000e+01,6.000000000000000000e+00,1.146538373885217510e+02,3.328325338058434824e+01
2.200000000000000000e+01,6.600000000000000000e+01,-4.205051947040254845e+01,-1.408882581132017719e+02
7.500000000000000000e+01,6.500000000000000000e+01,6.132983159946040530e+01,2.268525826269705092e+01
6.000000000000000000e+01,8.700000000000000000e+01,1.039879994956293956e+02,2.219679972829698613e+02
1.900000000000000000e+01,8.100000000000000000e+01,3.152538227981943919e+02,9.870739829324911625e+02
9.100000000000000000e+01,5.100000000000000000e+01,9.075071383265913028e+01,5.832083023457829540e+01
5.699999999999999289e+01,6.700000000000000000e+01,-2.963423522957146261e+01,-1.972658612930432014e+02
2.000000000000000000e+01,8.000000000000000000e+00,9.097499483773876250e+01,2.447576681980904425e+02
7.200000000000000000e+01,6.100000000000000000e+01,7.583929644261601766e+01,7.068837790441068591e+01
7.100000000000000000e+01,9.100000000000000000e+01,9.998476534085905598e+01,1.627860225259205720e+02
8.999999999999998224e+00,6.800000000000000000e+01,3.891895677690379216e+02,1.238984045296077056e+03
9.500000000000000000e+01,9.700000000000000000e+01,1.640923967053156218e+02,3.130065936102496380e+02
7.600000000000000000e+01,6.000000000000000000e+00,4.947868343213183095e+01,-9.689013410877976185e+01
6.800000000000000000e+01,4.600000000000000000e+01,7.091246402664030768e+01,5.359467075247840029e+01
2.000000000000000000e+01,1.800000000000000000e+01,8.292663671510672430e+01,2.275001135028074941e+02
1.700000000000000000e+01,9.900000000000002842e+01,1.638023219057438595e+01,1.417490451904556608e+02
6.100000000000000000e+01,1.000000000000000000e+01,6.702878962789240802e+01,4.924536555191851050e+01
8.100000000000000000e+01,9.000000000000000000e+01,7.308137383438076995e+01,-2.437729037651548580e+01
9.100000000000000000e+01,7.800000000000000000e+01,8.186355950340615095e+01,-1.435961684795996121e+02
3.100000000000000000e+01,6.000000000000000000e+01,2.455550390181242193e+01,4.844371784295902472e+01
3.000000000000000000e+01,3.600000000000000000e+01,2.541742757333808100e+01,1.123467800880933609e+01
5.000000000000000000e+01,4.500000000000000000e+01,4.887500548615060580e+01,7.546821616234554142e+01
7.500000000000000000e+01,5.100000000000000000e+01,8.274403669119185167e+01,1.243473706378463817e+02
9.800000000000000000e+01,8.000000000000000000e+01,1.017548826964170985e+02,2.627236332673605546e+01
1.600000000000000000e+01,4.000000000000000000e+01,4.555136329899556635e+00,2.698642031946959463e+01
6.500000000000000000e+01,6.500000000000000000e+01,6.377589824462696555e+01,6.958186173785728101e+01
5.699999999999999289e+01,5.799999999999999289e+01,5.653248613109992249e+01,2.447957652455153266e+01
9.500000000000000000e+01,5.500000000000000711e+01,9.463644611634970261e+01,-7.306140524710177941e-02
3.700000000000000000e+01,3.100000000000000000e+01,3.084450166384227288e+01,1.273664595912465103e+01
4.000000000000000000e+01,8.800000000000000000e+01,3.701385596612349360e+01,1.338258124579813853e+02
9.600000000000000000e+01,2.899999999999999645e+01,9.561977195582993261e+01,-4.199428955751507431e+01
3.200000000000000000e+01,4.000000000000000000e+00,1.980848284472427778e+01,-9.339870407616430725e+01
7.200000000000000000e+01,1.000000000000000000e+00,6.735224735597186907e+01,-2.375344821227599823e+02
6.000000000000000000e+00,9.300000000000000000e+01,-1.582842268527354657e+00,5.940994847745974283e+01
5.100000000000000000e+01,7.000000000000000000e+01,4.463408458379955590e+01,7.654353529749099039e+01
1.000000000000000000e+00,8.800000000000000000e+01,-1.763830227020496011e+01,9.089289498873961293e+01
4.000000000000000000e+00,8.000000000000000000e+01,-3.513913938441682205e+01,9.591692558817061354e+01
9.500000000000000000e+01,3.100000000000000000e+01,1.544117430966675499e+02,1.305861893177816846e+01
3.400000000000000000e+01,4.800000000000000000e+01,-1.458667099890063668e+01,6.199375311746643291e+01
7.700000000000000000e+01,3.800000000000000000e+01,5.984743833883936048e+00,6.001559272719109828e+01
6.400000000000000000e+01,3.000000000000000000e+01,4.917880337194335816e+00,4.439591204183697215e+01
9.700000000000000000e+01,5.500000000000000711e+01,1.076556443401847076e+02,4.801321514370069821e+01
3.100000000000000000e+01,1.000000000000000000e+01,1.197590756678750346e+01,1.161171566423845469e+01
5.699999999999999289e+01,5.900000000000000000e+01,1.983736947346456958e+01,7.601062132988982967e+01
3.500000000000000000e+01,3.900000000000000000e+01,6.170938310418145001e+00,4.771822181131840779e+01
